MSI;GF75 10UD-045XRU;89999;Intel Core i7-10750H;6;2.6;NVIDIA GeForce RTX 3050 Ti для ноутбуков 4 ГБ;Intel UHD Graphics 630;8;DDR4;512;1920x1080;17.3;IPS;без ОС
Acer;Nitro 5 AN515-55-707X;94999;Intel Core i7-10750H;6;2.6;NVIDIA GeForce RTX 3060 для ноутбуков 6 ГБ;Intel UHD Graphics;8;DDR4;512;1920x1080;15.6;IPS;без ОС
Dell;G515-4380;123299;Intel Core i7-10870H;8;2.2;NVIDIA GeForce RTX 3060 для ноутбуков 6 ГБ;Intel UHD Graphics;16;DDR4;1000;1920x1080;15.6;WVA (TN+film);Windows 10 Home Single Language
Dell;G515-4342;124999;Intel Core i7-10870H;8;2.2;NVIDIA GeForce RTX 3060 для ноутбуков 6 ГБ;Intel HD Graphics 630;16;DDR4;512;1920x1080;15.6;WVA (TN+film);Windows 10 Home Single Language
ASUS;TUF Dash F15 FX516PR-HN033T;134999;Intel Core i7-11370H;4;3.3;NVIDIA GeForce RTX 3070 для ноутбуков 8 ГБ;Intel Iris Xe Graphics;16;DDR4;512;1920x1080;15.6;IPS;Windows 10 Home Single Language
MSI;Stealth 15M A11UEK-230XRU;139999;Intel Core i7-11375H;4;3.3;NVIDIA GeForce RTX 3060 для ноутбуков 6 ГБ;Intel Iris Xe Graphics;16;DDR4;1000;1920x1080;15.6;IPS;без ОС
MSI;Stealth 15M A11UEK-275RU [9S7-156311-275];155999;Intel Core i7-11375H;4;3.3;NVIDIA GeForce RTX 3060 для ноутбуков 6 ГБ;Intel Iris Xe Graphics;16;DDR4;512;1920x1080;15.6;IPS;Windows 11 Home Single Language
MSI;GF76 Katana 11UC-479XRU;97999;Intel Core i7-11800H;8;2.3;NVIDIA GeForce RTX 3050 для ноутбуков 4 ГБ;Intel UHD Graphics;8;DDR4;512;1920x1080;17.3;IPS;без ОС
MSI;GF76 Katana 11UD-481XRU;102999;Intel Core i7-11800H;8;2.3;NVIDIA GeForce RTX 3050 Ti для ноутбуков 4 ГБ;Intel UHD Graphics;8;DDR4;512;1920x1080;17.3;IPS;без ОС
MSI;GF63 Thin 11UC-218XRU;103999;Intel Core i7-11800H;8;2.3;NVIDIA GeForce RTX 3050 для ноутбуков 4 ГБ;Intel UHD Graphics;8;DDR4;512;1920x1080;15.6;IPS;без ОС
MSI;GF76 Katana 11UC-696XRU;106999;Intel Core i7-11800H;8;2.3;NVIDIA GeForce RTX 3050 для ноутбуков 4 ГБ;Intel UHD Graphics;16;DDR4;512;1920x1080;17.3;IPS;без ОС
MSI;GF76 Katana 11UD-694XRU;108999;Intel Core i7-11800H;8;2.3;NVIDIA GeForce RTX 3050 Ti для ноутбуков 4 ГБ;Intel UHD Graphics;16;DDR4;512;1920x1080;17.3;IPS;без ОС
MSI;GF66 Katana 11UE-407XRU;112499;Intel Core i7-11800H;8;2.3;NVIDIA GeForce RTX 3060 для ноутбуков 6 ГБ;Intel UHD Graphics;16;DDR4;512;1920x1080;15.6;IPS;без ОС
MSI;GF76 Katana 11UD-072RU;114999;Intel Core i7-11800H;8;2.3;NVIDIA GeForce RTX 3050 Ti для ноутбуков 4 ГБ;Intel UHD Graphics;8;DDR4;512;1920x1080;17.3;IPS;Windows 10 Home Single Language
Dream Machines;RG3060-15RU46;116999;Intel Core i7-11800H;8;2.3;NVIDIA GeForce RTX 3060 для ноутбуков 6 ГБ;Intel UHD Graphics;16;DDR4;512;1920x1080;15.6;WVA (TN+film);без ОС
MSI;GF66 Katana 11UE-406RU;116999;Intel Core i7-11800H;8;2.3;NVIDIA GeForce RTX 3060 для ноутбуков 6 ГБ;Intel UHD Graphics;16;DDR4;512;1920x1080;15.6;IPS;Windows 10 Home Single Language
MSI;GF76 Katana 11UE-269XRU;119699;Intel Core i7-11800H;8;2.3;NVIDIA GeForce RTX 3060 для ноутбуков 6 ГБ;Intel UHD Graphics;16;DDR4;512;1920x1080;17.3;IPS;без ОС
Dell;G515-0303;131999;Intel Core i7-11800H;8;2.3;NVIDIA GeForce RTX 3060 для ноутбуков 6 ГБ;Intel UHD Graphics;16;DDR4;1000;1920x1080;15.6;WVA (TN+film);Linux
Dell;G15 5511;132999;Intel Core i7-11800H;8;2.3;NVIDIA GeForce RTX 3050 Ti для ноутбуков 4 ГБ;Intel UHD Graphics;16;DDR4;512;1920x1080;15.6;WVA (TN+film);Windows 11 Home Single Language
AORUS;15P KD;134999;Intel Core i7-11800H;8;2.3;NVIDIA GeForce RTX 3060 для ноутбуков 6 ГБ;Intel UHD Graphics;16;DDR4;1000;1920x1080;15.6;IPS;без ОС
MSI;Katana GF66 11UG-079XRU;134999;Intel Core i7-11800H;8;2.3;NVIDIA GeForce RTX 3070 для ноутбуков 8 ГБ;Intel UHD Graphics;16;DDR4;1000;1920x1080;15.6;IPS;без ОС
AORUS;15P KD;139999;Intel Core i7-11800H;8;2.3;NVIDIA GeForce RTX 3060 для ноутбуков 6 ГБ;Intel UHD Graphics;16;DDR4;1000;1920x1080;15.6;IPS;Windows 10 Home Single Language
MSI;GF76 Katana 11UE-268RU;139999;Intel Core i7-11800H;8;2.3;NVIDIA GeForce RTX 3060 для ноутбуков 6 ГБ;Intel UHD Graphics;16;DDR4;1000;1920x1080;17.3;IPS;Windows 10 Home Single Language
